order_id,store_id,store_name,member_id,member_name,order_datetime,order_date,time_slot,weekday,people_count,dish_count,subtotal,discount_amount,total_amount,payment_method,promotion_id,promotion_name,order_status
O001326,S004,深圳南山店,M00199,陈十三199,2024-06-06 14:23:00,2024-06-06,14:00-16:00,Thursday,7,6,602.6,0.0,602.6,现金,,,已完成
O001327,S009,南京新街口店,M00050,黄十六50,2024-06-08 21:05:00,2024-06-08,20:00-22:00,Saturday,7,5,325.76,0.0,325.76,银行卡,,,已完成
O001328,S006,成都春熙店,M00133,李四133,2024-03-29 11:41:00,2024-03-29,10:00-12:00,Friday,7,3,271.15,0.0,271.15,微信支付,,,已完成
O001329,S004,深圳南山店,M00164,陈二十六164,2024-03-05 19:32:00,2024-03-05,18:00-20:00,Tuesday,3,2,242.16,0.0,242.16,会员余额,P0007,周末特惠7,已取消
O001330,S005,杭州西湖店,M00170,林十八170,2024-05-07 13:42:00,2024-05-07,12:00-14:00,Tuesday,1,4,339.4,0.0,339.4,银行卡,P0007,周末特惠7,已取消
O001331,S004,深圳南山店,,,2024-02-21 15:29:00,2024-02-21,14:00-16:00,Wednesday,7,6,488.61,0.0,488.61,支付宝,,,已完成
O001332,S008,西安雁塔店,,,2024-03-14 20:10:00,2024-03-14,20:00-22:00,Thursday,4,4,120.47,0.0,120.47,微信支付,P0013,节日促销13,已完成
O001333,S009,南京新街口店,M00054,林十八54,2024-04-28 17:35:00,2024-04-28,16:00-18:00,Sunday,3,1,67.6,0.0,67.6,支付宝,,,已完成
O001334,S008,西安雁塔店,M00069,李二十二69,2024-03-07 14:42:00,2024-03-07,14:00-16:00,Thursday,1,1,94.35,38.0,56.35,微信支付,P0010,节日促销10,已完成
O001335,S010,重庆解放碑店,M00177,李四177,2024-03-21 19:19:00,2024-03-21,18:00-20:00,Thursday,3,4,333.3,36.66,296.64,会员余额,P0011,夏日清凉11,已完成
O001336,S002,上海南京路店,M00120,王十二120,2024-01-29 19:47:00,2024-01-29,18:00-20:00,Monday,6,6,476.69,0.0,476.69,微信支付,,,已完成
O001337,S008,西安雁塔店,M00042,陈二十六42,2024-05-29 21:24:00,2024-05-29,20:00-22:00,Wednesday,8,4,229.17,38.0,191.17,支付宝,P0010,节日促销10,已完成
O001338,S001,北京王府井店,M00030,张二十三30,2024-03-06 19:03:00,2024-03-06,18:00-20:00,Wednesday,7,1,83.62,0.0,83.62,会员余额,,,已完成
O001339,S004,深圳南山店,M00114,陈二十六114,2024-06-23 13:17:00,2024-06-23,12:00-14:00,Sunday,1,3,332.01,38.0,294.01,微信支付,P0010,节日促销10,已完成
O001340,S001,北京王府井店,,,2024-06-25 20:15:00,2024-06-25,20:00-22:00,Tuesday,7,6,592.39,0.0,592.39,银行卡,,,已完成
O001341,S001,北京王府井店,,,2024-04-10 14:19:00,2024-04-10,14:00-16:00,Wednesday,8,2,91.91,0.0,91.91,支付宝,P0007,周末特惠7,已完成
O001342,S004,深圳南山店,,,2024-06-13 16:50:00,2024-06-13,16:00-18:00,Thursday,2,4,372.9,41.02,331.88,银行卡,P0011,夏日清凉11,已完成
O001343,S009,南京新街口店,,,2024-06-27 14:32:00,2024-06-27,14:00-16:00,Thursday,3,6,729.33,0.0,729.33,微信支付,,,已完成
O001344,S004,深圳南山店,M00034,王十二34,2024-06-13 12:00:00,2024-06-13,12:00-14:00,Thursday,3,3,173.36,0.0,173.36,微信支付,P0013,节日促销13,已取消
O001345,S006,成都春熙店,M00105,孙八105,2024-06-24 16:50:00,2024-06-24,16:00-18:00,Monday,2,6,709.79,0.0,709.79,微信支付,,,已完成
O001346,S003,广州天河店,M00198,马二十一198,2024-04-04 12:25:00,2024-04-04,12:00-14:00,Thursday,4,5,461.52,0.0,461.52,会员余额,P0013,节日促销13,已完成
O001347,S009,南京新街口店,M00062,张三62,2024-04-28 13:16:00,2024-04-28,12:00-14:00,Sunday,6,4,323.92,0.0,323.92,微信支付,,,已完成
O001348,S009,南京新街口店,M00084,孙八84,2024-05-25 11:00:00,2024-05-25,10:00-12:00,Saturday,5,4,278.7,0.0,278.7,微信支付,,,已完成
O001349,S002,上海南京路店,M00199,陈十三199,2024-05-06 16:08:00,2024-05-06,16:00-18:00,Monday,7,2,233.23,0.0,233.23,支付宝,,,已完成
O001350,S002,上海南京路店,,,2024-04-14 12:01:00,2024-04-14,12:00-14:00,Sunday,2,5,487.01,0.0,487.01,银行卡,,,已完成
O001351,S005,杭州西湖店,M00089,黄十六89,2024-04-30 12:55:00,2024-04-30,12:00-14:00,Tuesday,2,6,592.36,0.0,592.36,支付宝,P0007,周末特惠7,已完成
O001352,S010,重庆解放碑店,M00055,李二十二55,2024-05-22 10:03:00,2024-05-22,10:00-12:00,Wednesday,5,3,314.88,0.0,314.88,微信支付,,,已取消
O001353,S010,重庆解放碑店,M00009,陈十三9,2024-06-07 16:19:00,2024-06-07,16:00-18:00,Friday,5,2,165.58,38.0,127.58,微信支付,P0010,节日促销10,已完成
O001354,S010,重庆解放碑店,M00008,孙八8,2024-05-08 17:59:00,2024-05-08,16:00-18:00,Wednesday,3,1,135.2,0.0,135.2,支付宝,,,已完成
O001355,S004,深圳南山店,M00105,孙八105,2024-01-30 15:02:00,2024-01-30,14:00-16:00,Tuesday,5,3,444.76,0.0,444.76,支付宝,,,已取消
O001356,S003,广州天河店,,,2024-03-21 16:57:00,2024-03-21,16:00-18:00,Thursday,1,4,461.86,0.0,461.86,银行卡,P0013,节日促销13,已完成
O001357,S004,深圳南山店,,,2024-02-08 10:14:00,2024-02-08,10:00-12:00,Thursday,2,2,102.5,0.0,102.5,银行卡,,,已完成
O001358,S004,深圳南山店,M00139,朱十七139,2024-01-11 17:22:00,2024-01-11,16:00-18:00,Thursday,6,4,191.27,0.0,191.27,微信支付,,,已完成
O001359,S004,深圳南山店,M00003,张二十三3,2024-02-22 14:11:00,2024-02-22,14:00-16:00,Thursday,1,3,412.38,0.0,412.38,支付宝,P0007,周末特惠7,已取消
O001360,S008,西安雁塔店,M00022,朱十七22,2024-05-26 12:26:00,2024-05-26,12:00-14:00,Sunday,2,4,291.49,0.0,291.49,会员余额,,,已完成
O001361,S004,深圳南山店,M00026,陈十三26,2024-04-05 19:59:00,2024-04-05,18:00-20:00,Friday,8,2,58.17,0.0,58.17,会员余额,P0013,节日促销13,已完成
O001362,S003,广州天河店,M00069,李二十二69,2024-06-09 14:38:00,2024-06-09,14:00-16:00,Sunday,6,1,146.28,0.0,146.28,支付宝,,,已取消
O001363,S006,成都春熙店,,,2024-02-03 13:55:00,2024-02-03,12:00-14:00,Saturday,7,3,150.36,0.0,150.36,会员余额,P0013,节日促销13,已完成
O001364,S001,北京王府井店,,,2024-04-12 14:11:00,2024-04-12,14:00-16:00,Friday,7,4,110.03,12.1,97.93,银行卡,P0011,夏日清凉11,已完成
O001365,S007,武汉江汉店,,,2024-06-14 20:09:00,2024-06-14,20:00-22:00,Friday,6,4,395.1,0.0,395.1,支付宝,,,已完成
O001366,S008,西安雁塔店,M00158,马二十一158,2024-04-04 18:12:00,2024-04-04,18:00-20:00,Thursday,6,4,780.3,0.0,780.3,支付宝,P0007,周末特惠7,已取消
O001367,S009,南京新街口店,M00051,吴十51,2024-02-17 16:40:00,2024-02-17,16:00-18:00,Saturday,8,3,417.99,0.0,417.99,支付宝,,,已取消
O001368,S001,北京王府井店,,,2024-06-10 20:33:00,2024-06-10,20:00-22:00,Monday,3,1,173.64,0.0,173.64,现金,,,已完成
O001369,S001,北京王府井店,,,2024-06-24 14:53:00,2024-06-24,14:00-16:00,Monday,7,5,425.41,0.0,425.41,微信支付,,,已完成
O001370,S010,重庆解放碑店,M00145,吴十145,2024-01-25 17:42:00,2024-01-25,16:00-18:00,Thursday,2,3,277.03,0.0,277.03,微信支付,P0014,新店开业优惠14,已完成
O001371,S005,杭州西湖店,M00111,陈十三111,2024-02-15 12:53:00,2024-02-15,12:00-14:00,Thursday,5,6,821.53,0.0,821.53,会员余额,,,已完成
O001372,S002,上海南京路店,,,2024-02-17 13:11:00,2024-02-17,12:00-14:00,Saturday,1,3,206.95,0.0,206.95,会员余额,P0007,周末特惠7,已完成
O001373,S004,深圳南山店,,,2024-04-11 11:00:00,2024-04-11,10:00-12:00,Thursday,6,6,882.0,0.0,882.0,现金,,,已完成
O001374,S004,深圳南山店,,,2024-03-18 11:08:00,2024-03-18,10:00-12:00,Monday,1,1,48.54,0.0,48.54,支付宝,,,已完成
O001375,S008,西安雁塔店,M00077,林十八77,2024-05-03 20:09:00,2024-05-03,20:00-22:00,Friday,7,6,547.7,0.0,547.7,银行卡,,,已完成
O001376,S002,上海南京路店,,,2024-01-30 12:57:00,2024-01-30,12:00-14:00,Tuesday,4,4,404.33,0.0,404.33,支付宝,P0007,周末特惠7,已完成
O001377,S010,重庆解放碑店,M00197,张二十三197,2024-05-25 16:03:00,2024-05-25,16:00-18:00,Saturday,5,6,693.75,0.0,693.75,会员余额,,,已完成
O001378,S007,武汉江汉店,M00002,刘十四2,2024-05-04 16:31:00,2024-05-04,16:00-18:00,Saturday,6,6,453.73,0.0,453.73,会员余额,P0007,周末特惠7,已取消
O001379,S009,南京新街口店,M00008,孙八8,2024-01-17 14:57:00,2024-01-17,14:00-16:00,Wednesday,6,1,47.82,0.0,47.82,会员余额,P0013,节日促销13,已完成
O001380,S003,广州天河店,,,2024-06-27 16:01:00,2024-06-27,16:00-18:00,Thursday,6,4,319.87,0.0,319.87,支付宝,P0014,新店开业优惠14,已取消
O001381,S009,南京新街口店,M00172,陈二十六172,2024-06-17 17:08:00,2024-06-17,16:00-18:00,Monday,3,4,537.74,0.0,537.74,支付宝,P0007,周末特惠7,已取消
O001382,S009,南京新街口店,M00090,吴十90,2024-02-23 14:44:00,2024-02-23,14:00-16:00,Friday,8,2,69.48,7.64,61.84,会员余额,P0011,夏日清凉11,已完成
O001383,S009,南京新街口店,,,2024-04-16 17:19:00,2024-04-16,16:00-18:00,Tuesday,6,1,32.36,0.0,32.36,现金,,,已完成
O001384,S006,成都春熙店,M00174,杨十五174,2024-02-14 18:02:00,2024-02-14,18:00-20:00,Wednesday,4,1,90.72,0.0,90.72,微信支付,,,已完成
O001385,S003,广州天河店,M00170,林十八170,2024-03-07 15:50:00,2024-03-07,14:00-16:00,Thursday,1,5,766.58,0.0,766.58,微信支付,,,已完成
O001386,S002,上海南京路店,M00174,杨十五174,2024-04-27 11:06:00,2024-04-27,10:00-12:00,Saturday,2,1,230.67,0.0,230.67,会员余额,P0014,新店开业优惠14,已完成
O001387,S004,深圳南山店,,,2024-06-10 11:55:00,2024-06-10,10:00-12:00,Monday,3,6,597.92,0.0,597.92,微信支付,,,已完成
O001388,S002,上海南京路店,M00145,吴十145,2024-03-26 12:07:00,2024-03-26,12:00-14:00,Tuesday,3,4,295.62,0.0,295.62,会员余额,,,已完成
O001389,S001,北京王府井店,M00100,吴十100,2024-03-09 15:45:00,2024-03-09,14:00-16:00,Saturday,7,6,374.29,0.0,374.29,银行卡,,,已完成
O001390,S009,南京新街口店,M00129,高二十129,2024-04-27 18:50:00,2024-04-27,18:00-20:00,Saturday,6,4,390.93,0.0,390.93,微信支付,P0007,周末特惠7,已完成
O001391,S006,成都春熙店,,,2024-04-12 12:27:00,2024-04-12,12:00-14:00,Friday,5,6,628.27,0.0,628.27,会员余额,P0013,节日促销13,已完成
O001392,S007,武汉江汉店,M00138,孙八138,2024-04-12 20:44:00,2024-04-12,20:00-22:00,Friday,7,6,740.82,0.0,740.82,支付宝,,,已完成
O001393,S008,西安雁塔店,M00168,林十八168,2024-06-13 13:56:00,2024-06-13,12:00-14:00,Thursday,1,6,658.91,38.0,620.91,微信支付,P0010,节日促销10,已取消
O001394,S003,广州天河店,M00141,马二十一141,2024-03-26 16:46:00,2024-03-26,16:00-18:00,Tuesday,5,5,505.76,55.63,450.13,会员余额,P0011,夏日清凉11,已取消
O001395,S002,上海南京路店,,,2024-03-28 20:10:00,2024-03-28,20:00-22:00,Thursday,2,5,408.22,0.0,408.22,银行卡,P0007,周末特惠7,已完成
O001396,S001,北京王府井店,M00175,王五175,2024-04-05 14:40:00,2024-04-05,14:00-16:00,Friday,4,6,733.17,0.0,733.17,支付宝,,,已取消
O001397,S002,上海南京路店,M00021,李二十二21,2024-05-24 21:57:00,2024-05-24,20:00-22:00,Friday,3,5,532.15,0.0,532.15,会员余额,P0007,周末特惠7,已完成
O001398,S002,上海南京路店,,,2024-05-13 21:15:00,2024-05-13,20:00-22:00,Monday,3,2,189.76,0.0,189.76,微信支付,,,已完成
O001399,S008,西安雁塔店,,,2024-04-15 11:05:00,2024-04-15,10:00-12:00,Monday,7,4,322.45,35.47,286.98,会员余额,P0011,夏日清凉11,已取消
O001400,S010,重庆解放碑店,M00060,黄十六60,2024-05-23 18:49:00,2024-05-23,18:00-20:00,Thursday,7,4,335.87,0.0,335.87,会员余额,,,已完成
O001401,S005,杭州西湖店,M00190,孙八190,2024-02-06 18:08:00,2024-02-06,18:00-20:00,Tuesday,1,6,750.35,0.0,750.35,银行卡,,,已完成
O001402,S001,北京王府井店,M00002,刘十四2,2024-05-23 15:58:00,2024-05-23,14:00-16:00,Thursday,3,4,323.09,35.54,287.55,微信支付,P0011,夏日清凉11,已完成
O001403,S007,武汉江汉店,M00065,张二十三65,2024-04-05 14:23:00,2024-04-05,14:00-16:00,Friday,5,2,119.53,0.0,119.53,微信支付,,,已完成
O001404,S003,广州天河店,M00143,张三143,2024-02-25 12:52:00,2024-02-25,12:00-14:00,Sunday,5,5,457.41,0.0,457.41,会员余额,,,已取消
O001405,S004,深圳南山店,M00099,刘二十五99,2024-04-25 15:50:00,2024-04-25,14:00-16:00,Thursday,8,5,376.95,0.0,376.95,会员余额,P0014,新店开业优惠14,已完成
O001406,S003,广州天河店,M00165,王十二165,2024-03-24 11:51:00,2024-03-24,10:00-12:00,Sunday,8,4,317.36,38.0,279.36,会员余额,P0010,节日促销10,已完成
O001407,S001,北京王府井店,,,2024-06-14 11:55:00,2024-06-14,10:00-12:00,Friday,2,6,653.73,0.0,653.73,会员余额,,,已完成
O001408,S010,重庆解放碑店,M00152,王十二152,2024-06-07 18:36:00,2024-06-07,18:00-20:00,Friday,1,5,329.33,38.0,291.33,微信支付,P0010,节日促销10,已完成
O001409,S004,深圳南山店,M00179,王五179,2024-02-22 13:53:00,2024-02-22,12:00-14:00,Thursday,1,4,209.46,23.04,186.42,会员余额,P0011,夏日清凉11,已完成
O001410,S001,北京王府井店,,,2024-01-06 15:27:00,2024-01-06,14:00-16:00,Saturday,3,5,298.85,0.0,298.85,微信支付,,,已完成
O001411,S010,重庆解放碑店,M00177,李四177,2024-02-06 12:16:00,2024-02-06,12:00-14:00,Tuesday,1,4,433.29,0.0,433.29,微信支付,,,已完成
O001412,S005,杭州西湖店,M00060,黄十六60,2024-03-17 16:06:00,2024-03-17,16:00-18:00,Sunday,4,3,134.56,0.0,134.56,微信支付,,,已取消
O001413,S009,南京新街口店,M00185,李四185,2024-05-30 13:31:00,2024-05-30,12:00-14:00,Thursday,6,1,97.22,0.0,97.22,微信支付,,,已完成
O001414,S001,北京王府井店,M00193,张三193,2024-05-21 16:04:00,2024-05-21,16:00-18:00,Tuesday,2,2,123.71,0.0,123.71,会员余额,,,已完成
O001415,S004,深圳南山店,,,2024-05-22 20:50:00,2024-05-22,20:00-22:00,Wednesday,6,4,455.56,0.0,455.56,支付宝,,,已取消
O001416,S010,重庆解放碑店,M00190,孙八190,2024-02-13 13:34:00,2024-02-13,12:00-14:00,Tuesday,3,5,316.72,0.0,316.72,现金,P0007,周末特惠7,已完成
O001417,S009,南京新街口店,M00120,王十二120,2024-01-16 17:17:00,2024-01-16,16:00-18:00,Tuesday,1,4,372.62,0.0,372.62,支付宝,P0007,周末特惠7,已完成
O001418,S008,西安雁塔店,M00154,张三154,2024-05-16 19:04:00,2024-05-16,18:00-20:00,Thursday,7,1,72.75,0.0,72.75,支付宝,,,已完成
O001419,S009,南京新街口店,M00035,郑十一35,2024-06-05 18:51:00,2024-06-05,18:00-20:00,Wednesday,4,3,558.46,0.0,558.46,支付宝,P0007,周末特惠7,已完成
O001420,S007,武汉江汉店,M00120,王十二120,2024-03-28 13:29:00,2024-03-28,12:00-14:00,Thursday,3,6,296.33,0.0,296.33,会员余额,,,已完成
O001421,S004,深圳南山店,M00101,何十九101,2024-05-22 21:45:00,2024-05-22,20:00-22:00,Wednesday,1,1,120.27,0.0,120.27,会员余额,,,已完成
O001422,S008,西安雁塔店,M00194,孙八194,2024-06-21 11:22:00,2024-06-21,10:00-12:00,Friday,6,5,495.79,0.0,495.79,支付宝,,,已完成
O001423,S010,重庆解放碑店,M00127,刘十四127,2024-04-23 10:14:00,2024-04-23,10:00-12:00,Tuesday,4,6,462.88,38.0,424.88,现金,P0010,节日促销10,已完成
O001424,S005,杭州西湖店,,,2024-05-06 15:02:00,2024-05-06,14:00-16:00,Monday,5,6,329.76,0.0,329.76,微信支付,P0007,周末特惠7,已取消
O001425,S008,西安雁塔店,M00005,周九5,2024-05-08 17:10:00,2024-05-08,16:00-18:00,Wednesday,3,5,834.69,38.0,796.69,微信支付,P0010,节日促销10,已完成
O001426,S001,北京王府井店,M00018,李二十二18,2024-02-02 14:59:00,2024-02-02,14:00-16:00,Friday,5,5,289.09,0.0,289.09,会员余额,,,已取消
O001427,S009,南京新街口店,M00064,何十九64,2024-04-26 10:27:00,2024-04-26,10:00-12:00,Friday,7,1,102.3,0.0,102.3,银行卡,P0014,新店开业优惠14,已完成
O001428,S009,南京新街口店,M00099,刘二十五99,2024-02-01 20:33:00,2024-02-01,20:00-22:00,Thursday,5,1,63.03,0.0,63.03,微信支付,,,已完成
O001429,S004,深圳南山店,,,2024-05-16 17:20:00,2024-05-16,16:00-18:00,Thursday,4,1,63.03,0.0,63.03,微信支付,,,已完成
O001430,S005,杭州西湖店,,,2024-01-20 13:12:00,2024-01-20,12:00-14:00,Saturday,6,6,253.73,0.0,253.73,会员余额,,,已完成
O001431,S002,上海南京路店,,,2024-03-04 11:30:00,2024-03-04,10:00-12:00,Monday,4,1,145.5,0.0,145.5,会员余额,,,已完成
O001432,S001,北京王府井店,M00048,林十八48,2024-06-02 19:28:00,2024-06-02,18:00-20:00,Sunday,2,5,220.01,0.0,220.01,会员余额,P0013,节日促销13,已完成
O001433,S010,重庆解放碑店,M00145,吴十145,2024-01-16 17:03:00,2024-01-16,16:00-18:00,Tuesday,1,1,16.92,0.0,16.92,会员余额,P0007,周末特惠7,已完成
O001434,S002,上海南京路店,M00077,林十八77,2024-04-07 16:06:00,2024-04-07,16:00-18:00,Sunday,7,5,529.8,0.0,529.8,银行卡,,,已取消
O001435,S007,武汉江汉店,M00102,何十九102,2024-06-07 11:21:00,2024-06-07,10:00-12:00,Friday,4,1,33.84,0.0,33.84,支付宝,P0010,节日促销10,已完成
O001436,S004,深圳南山店,M00089,黄十六89,2024-01-27 10:38:00,2024-01-27,10:00-12:00,Saturday,6,2,108.22,0.0,108.22,支付宝,,,已完成
O001437,S008,西安雁塔店,M00084,孙八84,2024-05-03 21:39:00,2024-05-03,20:00-22:00,Friday,7,1,16.18,0.0,16.18,支付宝,,,已取消
O001438,S003,广州天河店,M00108,李二十二108,2024-06-15 15:19:00,2024-06-15,14:00-16:00,Saturday,6,2,168.63,0.0,168.63,会员余额,,,已完成
O001439,S002,上海南京路店,M00108,李二十二108,2024-04-04 10:33:00,2024-04-04,10:00-12:00,Thursday,1,1,23.91,0.0,23.91,会员余额,P0010,节日促销10,已完成
O001440,S001,北京王府井店,M00181,王五181,2024-03-29 13:12:00,2024-03-29,12:00-14:00,Friday,8,1,105.12,0.0,105.12,会员余额,,,已完成
O001441,S009,南京新街口店,M00154,张三154,2024-06-02 21:21:00,2024-06-02,20:00-22:00,Sunday,2,3,461.32,0.0,461.32,微信支付,,,已完成
O001442,S010,重庆解放碑店,M00008,孙八8,2024-01-11 17:14:00,2024-01-11,16:00-18:00,Thursday,7,6,351.4,0.0,351.4,现金,P0007,周末特惠7,已完成
O001443,S008,西安雁塔店,M00073,赵六73,2024-04-12 12:52:00,2024-04-12,12:00-14:00,Friday,2,1,16.52,0.0,16.52,会员余额,,,已完成
O001444,S001,北京王府井店,M00110,刘十四110,2024-03-15 17:12:00,2024-03-15,16:00-18:00,Friday,3,3,111.45,0.0,111.45,支付宝,P0007,周末特惠7,已完成
O001445,S001,北京王府井店,M00071,李二十二71,2024-03-08 21:11:00,2024-03-08,20:00-22:00,Friday,5,2,95.69,0.0,95.69,支付宝,,,已完成
O001446,S007,武汉江汉店,M00063,李四63,2024-01-06 20:08:00,2024-01-06,20:00-22:00,Saturday,5,1,73.92,0.0,73.92,支付宝,P0013,节日促销13,已完成
O001447,S006,成都春熙店,M00013,钱七13,2024-03-02 15:51:00,2024-03-02,14:00-16:00,Saturday,3,5,384.88,0.0,384.88,支付宝,,,已完成
O001448,S004,深圳南山店,M00168,林十八168,2024-02-19 18:24:00,2024-02-19,18:00-20:00,Monday,5,4,319.87,0.0,319.87,微信支付,,,已完成
O001449,S009,南京新街口店,M00141,马二十一141,2024-03-24 13:03:00,2024-03-24,12:00-14:00,Sunday,2,2,256.77,0.0,256.77,微信支付,,,已完成
O001450,S006,成都春熙店,,,2024-06-18 19:04:00,2024-06-18,18:00-20:00,Tuesday,6,6,493.67,0.0,493.67,现金,,,已取消
O001451,S007,武汉江汉店,M00056,陈二十六56,2024-06-26 17:45:00,2024-06-26,16:00-18:00,Wednesday,4,5,672.31,0.0,672.31,支付宝,,,已完成
O001452,S001,北京王府井店,,,2024-04-25 13:25:00,2024-04-25,12:00-14:00,Thursday,2,4,296.59,0.0,296.59,会员余额,,,已完成
O001453,S003,广州天河店,M00037,王十二37,2024-01-22 14:28:00,2024-01-22,14:00-16:00,Monday,6,1,145.5,0.0,145.5,会员余额,,,已完成
O001454,S005,杭州西湖店,M00183,吴十183,2024-04-25 17:27:00,2024-04-25,16:00-18:00,Thursday,8,3,271.8,0.0,271.8,支付宝,P0007,周末特惠7,已完成
O001455,S007,武汉江汉店,M00113,杨十五113,2024-03-08 20:04:00,2024-03-08,20:00-22:00,Friday,2,5,394.96,0.0,394.96,微信支付,,,已完成
O001456,S006,成都春熙店,,,2024-04-02 10:34:00,2024-04-02,10:00-12:00,Tuesday,4,3,460.56,0.0,460.56,现金,,,已取消
O001457,S005,杭州西湖店,M00199,陈十三199,2024-02-05 21:47:00,2024-02-05,20:00-22:00,Monday,1,3,333.64,0.0,333.64,银行卡,,,已完成
O001458,S005,杭州西湖店,M00089,黄十六89,2024-06-16 18:48:00,2024-06-16,18:00-20:00,Sunday,4,2,211.89,23.31,188.58,支付宝,P0011,夏日清凉11,已取消
O001459,S004,深圳南山店,M00197,张二十三197,2024-05-30 18:48:00,2024-05-30,18:00-20:00,Thursday,7,3,136.9,15.06,121.84,会员余额,P0011,夏日清凉11,已完成
O001460,S007,武汉江汉店,M00012,张二十三12,2024-04-22 17:54:00,2024-04-22,16:00-18:00,Monday,4,5,542.79,0.0,542.79,支付宝,,,已完成
O001461,S010,重庆解放碑店,M00090,吴十90,2024-04-18 20:48:00,2024-04-18,20:00-22:00,Thursday,3,5,476.58,38.0,438.58,微信支付,P0010,节日促销10,已完成
O001462,S004,深圳南山店,M00137,吴十137,2024-05-25 20:51:00,2024-05-25,20:00-22:00,Saturday,4,4,176.14,0.0,176.14,支付宝,P0007,周末特惠7,已完成
O001463,S008,西安雁塔店,M00116,陈二十六116,2024-01-28 15:36:00,2024-01-28,14:00-16:00,Sunday,1,3,175.61,0.0,175.61,微信支付,P0007,周末特惠7,已取消
O001464,S002,上海南京路店,,,2024-05-05 10:11:00,2024-05-05,10:00-12:00,Sunday,2,4,325.63,0.0,325.63,会员余额,P0007,周末特惠7,已完成
O001465,S005,杭州西湖店,,,2024-01-15 15:33:00,2024-01-15,14:00-16:00,Monday,7,4,179.67,0.0,179.67,会员余额,,,已完成
O001466,S003,广州天河店,M00200,陈二十六200,2024-01-18 16:57:00,2024-01-18,16:00-18:00,Thursday,3,2,173.04,0.0,173.04,银行卡,,,已取消
O001467,S005,杭州西湖店,,,2024-05-27 14:37:00,2024-05-27,14:00-16:00,Monday,2,4,138.05,0.0,138.05,银行卡,P0014,新店开业优惠14,已完成
O001468,S006,成都春熙店,M00134,陈二十六134,2024-06-03 13:33:00,2024-06-03,12:00-14:00,Monday,8,4,369.9,0.0,369.9,支付宝,,,已完成
O001469,S001,北京王府井店,,,2024-06-28 21:50:00,2024-06-28,20:00-22:00,Friday,7,2,115.25,12.68,102.57,支付宝,P0011,夏日清凉11,已完成
O001470,S005,杭州西湖店,M00052,吴十52,2024-04-08 20:11:00,2024-04-08,20:00-22:00,Monday,2,6,438.74,0.0,438.74,会员余额,,,已完成
O001471,S008,西安雁塔店,M00025,张三25,2024-05-06 16:48:00,2024-05-06,16:00-18:00,Monday,7,1,72.75,0.0,72.75,支付宝,P0013,节日促销13,已完成
O001472,S007,武汉江汉店,M00159,朱十七159,2024-02-12 14:13:00,2024-02-12,14:00-16:00,Monday,6,1,28.68,0.0,28.68,支付宝,,,已完成
O001473,S009,南京新街口店,,,2024-02-19 16:02:00,2024-02-19,16:00-18:00,Monday,8,2,206.38,0.0,206.38,银行卡,,,已完成
O001474,S006,成都春熙店,M00057,钱七57,2024-01-18 11:35:00,2024-01-18,10:00-12:00,Thursday,2,4,210.39,0.0,210.39,微信支付,P0014,新店开业优惠14,已完成
O001475,S009,南京新街口店,M00022,朱十七22,2024-03-16 11:34:00,2024-03-16,10:00-12:00,Saturday,1,6,391.94,0.0,391.94,微信支付,,,已取消
O001476,S002,上海南京路店,,,2024-02-25 17:44:00,2024-02-25,16:00-18:00,Sunday,5,5,592.21,0.0,592.21,银行卡,P0007,周末特惠7,已完成
O001477,S009,南京新街口店,,,2024-01-14 19:00:00,2024-01-14,18:00-20:00,Sunday,4,2,77.18,0.0,77.18,支付宝,,,已完成
O001478,S002,上海南京路店,M00099,刘二十五99,2024-01-05 16:01:00,2024-01-05,16:00-18:00,Friday,2,2,275.34,0.0,275.34,微信支付,,,已完成
O001479,S010,重庆解放碑店,M00021,李二十二21,2024-02-12 10:26:00,2024-02-12,10:00-12:00,Monday,4,3,349.69,38.47,311.22,会员余额,P0011,夏日清凉11,已取消
O001480,S007,武汉江汉店,,,2024-04-11 16:07:00,2024-04-11,16:00-18:00,Thursday,1,3,173.14,0.0,173.14,现金,,,已完成
O001481,S009,南京新街口店,,,2024-02-24 17:14:00,2024-02-24,16:00-18:00,Saturday,8,6,280.75,0.0,280.75,现金,P0014,新店开业优惠14,已完成
O001482,S010,重庆解放碑店,,,2024-05-17 19:10:00,2024-05-17,18:00-20:00,Friday,6,3,499.6,0.0,499.6,支付宝,,,已完成
O001483,S010,重庆解放碑店,M00126,何十九126,2024-06-11 21:20:00,2024-06-11,20:00-22:00,Tuesday,8,1,27.42,0.0,27.42,微信支付,P0010,节日促销10,已完成
O001484,S008,西安雁塔店,,,2024-05-10 20:47:00,2024-05-10,20:00-22:00,Friday,2,1,67.6,0.0,67.6,微信支付,,,已完成
O001485,S005,杭州西湖店,M00072,王二十四72,2024-03-01 21:27:00,2024-03-01,20:00-22:00,Friday,5,1,26.32,0.0,26.32,支付宝,P0013,节日促销13,已完成
O001486,S003,广州天河店,M00008,孙八8,2024-02-08 16:13:00,2024-02-08,16:00-18:00,Thursday,1,6,463.52,0.0,463.52,现金,,,已取消
O001487,S007,武汉江汉店,,,2024-04-16 20:52:00,2024-04-16,20:00-22:00,Tuesday,4,6,451.26,0.0,451.26,支付宝,,,已取消
O001488,S009,南京新街口店,,,2024-04-07 18:20:00,2024-04-07,18:00-20:00,Sunday,4,1,62.9,0.0,62.9,微信支付,P0013,节日促销13,已完成
